,text,target
1362,sallana sallana bi h l olduk izmirdepremi,0
1363,haydi zmir havalar sogumaya basladi ve her gun oralardan gecerken cadirdaki insanlarin o halini gormek uzuntu veriyor izmirdepremi bayrakli serdarsandal izmir izmirdepreminde umudumuzvar,0
1364,deprem gununde oldugu gibi sonrasinda da vatandaslarimizi yalniz birakmayacagimizi soylemistik bugun de dertlerine ortak olmak acilarini paylasmak ve olabildigimizce yaralara merhem olmak icin yanlarindaydik yanlarinda olmaya devam edecegiz izmirdepremi,0
1365,can bu alinip satilmaz gne batsa acirda ya butun dunyan basina yikildiginda izmir izmirdepremi izmirdualarimseninle izmirgecmisolsun yanindayiz zmir artci,0
1366,izmirdepremi nin bugun gunu kimse merak etmiyor mu adaleti burdan sagliyorduk hani aciklamak zorunda degilim aciklamasi kim icin yeterli depremvergilerinerede sesimizi duyurun,0
1367,can bu alinip satilmaz gne batsa acirda ya butun dunyan basina yikildiginda izmir izmirdepremi izmirdualarimseninle izmirgecmisolsun yanindayiz zmir artci,0
1368,bilim insanlari uyardi zmir depremi yeni gerilimleri tetiklemis olabilir izmir izmirdepremi,0
1369,zmir i vuran deprem sonrasi uzmanlardan marmara icin katil fay uyarisi izmirdepremi istanbuldepremi deprem sondakika,4
1370,izmirdepremi,0
1371,divrigi den zmir e yardim eli izmir deprem izmirdepremi,0
1372,izmirdepremi emrahapartmani,0
1373,tarimveormanbakani bekirpakdemirli deprem izmirdepremi egedepremi yardim izmir haber haberler gundem yerelhaber olaykuzeyege sondakika sondakikahaber izmirhaber tarim ve orman bakani pakdemirli milyon liranin uzerinde yardim yapildi,0
1374,genel baskanimiz ve cumhurbaskanimiz depremden etkilenen zmir li kardeslerimizin yaralarini soguklar ve yagislar bastirmadan sarmakta kararliyiz depremizmir izmirdepremi izmirliyim izmirinyanindayiz devletimizvarolsun,0
1375,deprem izmirdepremi egedepremi biliminsanlari izmirdepremiortakakilbulusmasi uyari izmir haber haberler guncel gundem yerelhaber sondakika sondakikahaber izmirhaber bilim insanlari uyardi zmir depremi yeni gerilimleri tetiklemis olabilir,0
1376,deprem izmirdepremi egedepremi kirafiyatlari kira depremzedeler evkiralari izmir haber haberler guncel gundem yerelhaber olaykuzeyege sondakika sondakikahaber izmirhaber depremzedeler katina cikan kira fiyatlarina tepkili,0
1377,zmir depremi ortak akil bulusmasi ikinci ve son gununde bugun gerceklestirilen alistay da iyilestirmeye ve cozume yonelik konular masaya yatirildi fuarizmir izfas izmirbuyuksehirbelediyesi izmirdepremi izmirdepremiortakakilbulusmasi,0
1378,bugunde degisen bir sey yok turkiye nin en basarisiz belediye baskani izmirdepremi,2
1379,turkiye psikiyatri dernegi nden zmir depremzedelerine ucretsiz destek pazar cumalar cumagecesi izmirdepremi psikiyatri cumamizmubarekolsun psikiyatridernegi sputnikbreaking sputnik sputnikupdates alanya gonullu hayirlicumalar,0
1380,izmirevdekal izmir de bir hastane pc est vakasayisi artisi verileri izmirdepremi sonrasi vakalar katladi,2
1381,izmirdepremi yureklerimize kor gibi dustu elimizin degmesi imkani olmasa da gonlumuz her aciniza degmekte simdi senin yanindayiz zmir allah a dua ediyoruz ki can kaybi daha da artmasin yaralilara sifalar derin kayiplarimiza rahmet diliyoruz emegi gecenlerden allah razi olsun,4
1382,bilim insanlari zmir depremini konustu izmir izmirdepremi izmirdedeprem izmirbuyuksehirbelediyesi ortakakil,4
1383,zmir depremi sonrasi marmara ya katil fay uyarisi arasinda deprem bekleniyor tsunami etkisi olacak deprem izmirdepremi marmara marmaradepremi stanbul istanbuldepremi tsunami katilfay,0
1384,izmirevdekal izmirdepremi sonrasi corona vakalarini ye katlayan sehirde sen de saglik calisanlarina destek ol evdekal,0
1385,unutulan depremzedeler apartman gorevlileri izmirdepremi apartmangorevlileri patronlarinensesindeyiz,0
1386,izmirdepremi depremizmir barissitesi izmir deprem,0
1387,izmirdepremi yureklerimize kor gibi dustu elimizin degmesi imkani olmasa da gonlumuz her aciniza degmekte simdi senin yanindayiz zmir allah a dua ediyoruz ki can kaybi daha da artmasin yaralilara sifalar derin kayiplarimiza rahmet diliyoruz emegi gecenlerden allah razi olsun,0
1388,depremzede cocuklara terapi kuklasi deprem izmir izmirdepremi depremzede cocuk,0
1389,rabbim tekrarini yasatmasin ben iyiyim ama b z y de l z ekim izmirdepremi,0
1390,bak sen gavur zmir e nsanlar telefonlarini sarj edebilsinler diye elektrik kablosu sarkitmislar balkonlardan izmirdepremi,0
1391,be kta li taraftarlardan anlamli yardim sariyer besiktaslilartakiplesiyor izmirdepreminde izmirdepremi izmirdeprem izmir depremizmir depremvergilerinerede depremoezel depremfarkindaligivekrizyoenetimi depremyaz egonder besiktas afet,0
1392,yasanilan uzucu izmirdepremi sonrasi simoto belediyesi bir destek kampanyasi baslatti ve bizler de resmi olarak bu kampanyanin partneri olma serefli gorevini uslendik kasimdaki etkinligimizde ve websitemizde kampanya tanitim ve duyurularini yapacagiz,0
1393,zmir depremine isik olan kahramanlara plaket izmir izmirdepremi deprem manisa,0
1394,sadece gundem tehlikeye dikkat cekmisti zmir gazeteciler cemiyeti nin bulundugu basin apartmani bosaltiliyor yerel gundemotuzbes izmir izmirdepremi deprem,0
1395,unutmayin o yarim kalan hik yeleri izmirdepremi deprem zarifedogan sedadincer aydabebek elifbebek,0
1396,coronakirmizialarm izmirdepremi sonrasi vaka sayisi ye cikan izmir de ekip leri vakalara yetismekte zorlaniyor gereksiz ambulans cagirmayin pozitif vakalar hastaneye ulasamadan ev olumleri artacak evdekalizmir,4
1397,ana depremin ardindan artci sarsinti kaydedildi cuma kandilli artci depremizmir deprem egedenizi izmirdepreminde izmirdepremi izmirdeprem,0
1398,gunaydin izmirdepremi,0
1399,kontrollu yikim s guvenligi alinmis izmirdepremi cuma izmir,0
1400,izmirdepremi yureklerimize kor gibi dustu elimizin degmesi imkani olmasa da gonlumuz her aciniza degmekte simdi senin yanindayiz zmir allah a dua ediyoruz ki can kaybi daha da artmasin yaralilara sifalar derin kayiplarimiza rahmet diliyoruz emegi gecenlerden allah razi olsun,0
1401,yasanilan uzucu izmirdepremi sonrasi simoto belediyesi bir destek kampanyasi baslatti ve bizler de resmi olarak bu kampanyanin partneri olma serefli gorevini uslendik kasimdaki etkinligimizde ve websitemizde kampanya tanitim ve duyurularini yapacagiz,0
1402,urfali ogrenciden depremzedelere destek urfa deprem izmirdepremi,0
1403,izmirdepremi umudubeklemek umke t co quiedijae,0
1404,depremde gulusler soldu gelecegi olan hayalleri olan yuzlerce can melek simdi kul hakki yiyen ahl ksizlara l net olsun deniz kumundan evleri minik elif ve ayda yapacakti siz hirsiz katil muteahhitler degil izmir izmirdepremi,0
1405,izmirdepremi unutuldu ortalik firsatcilara kaldi,0
1406,sabah sabah yine fena sallandi izmir nasil olacak ya boyle surekli diken ustundeyiz izmir izmirdepremi carsamba,4
1407,adirkentte kalan yavrulara tabletleri ulastirildi duyarliligiyla destek olan arkadaslarima sonsuz tesekkurler sizi cok seviyorum izmirdepremi izmirdeprem cuma,0
1408,madencilerleyuruyorum demek icin gercekten cesaret mi gerekiyor izmirdepremi nde pelerinsiz kahraman ilan edilen madenciler haklari olan tazminatlarini istiyor sadece haklari verilsin demek icin cesur mu olmak gerekiyor,0
1409,bilim insanlari zmir depremini konustu izmir izmirdepremi,0
1410,izmirdepremi ni firsata ceviren evden eve nakliyat firmalari sadece size soylemek istedigim allah kalplerinize merhamet versin,0
1411,ocuklarin boynu bukulmesin bu gun de bayrakli cadir kampinda cocuklarimizin verimli zaman gecirmesini saglamaya calistik izmirdepremi,0
1412,izmirdepremi,0
1413,bak sen gavur zmir e nsanlar telefonlarini sarj edebilsinler diye elektrik kablosu sarkitmislar balkonlardan izmirdepremi,0
1414,bu nerede henuz ogrenemedim ama kolonu kesip manzara aciyorlar ve bilin bakalim ilk deprem de nasil bir manzara izletecekler butun apartmana ve kimse ses cikarmiyor deprem oldurmez cehalet oldurur izmirdepremi,0
1415,izmirdepremi,4
1416,k deprem bolgesindeki medya kuruluslarinin mali yukumluluklerini erteledi k zmir ve aydin illerinde yayin yapan medya kuruluslarinin deprem nedeniyle mali yukumluluklerini ay sureyle erteledi izmirdepremi,0
1417,unutmayin o yarim kalan hik yeleri izmirdepremi deprem zarifedogan sedadincer aydabebek elifbebek,0
1418,depremi daha az hasarla atlatabiliriz izmirdepremi izmir mahirkaplan,0
1419,izmirdepremi erkencitayfa,0
1420,izmirdepremi ni firsata ceviren evden eve nakliyat firmalari sadece size soylemek istedigim allah kalplerinize merhamet versin,2
1421,buyuk bir mezar kazin gomun bizi yuzustu gomun beni cok sey gordum kinyas ve kayra hakan gunday izmirdepremi,0
1422,izmirdepremi yureklerimize kor gibi dustu elimizin degmesi imkani olmasa da gonlumuz her aciniza degmekte simdi senin yanindayiz zmir allah a dua ediyoruz ki can kaybi daha da artmasin yaralilara sifalar derin kayiplarimiza rahmet diliyoruz emegi gecenlerden allah razi olsun,0
1423,sabah sabah yine fena sallandi izmir nasil olacak ya boyle surekli diken ustundeyiz izmir izmirdepremi carsamba,2
1424,oyle bir seyi reddetmek demokratik ve hukuki bir hak olamaz olsa olsa suc olur bu bir gun bu insanlara sorulur siz hangi hakla milyonlarin sagligini ilgilendiren boyle bir onergeyi reddediyorsunuz depremiunutma deprem izmirdepremi istanbuldepremicinsesver,0
1425,izmirdepremi atam adirlarimiz sicak yataklarimiz ve yemeklerimiz hizmetlerinde her zaman,0
1426,gunaydin izmirdepremi,0
1427,gunaydin izmirdepremi,2
1428,dunya virus tehdidi ile karsi karsiya gelir maske ve dezenfekte urunleri fiyatlari katina cikar deprem olur insanlar yakinlarini babalarini belki de cocuklarini kaybediyor evleri yikiliyor bu sefer de ev fiyatlari tavan yapiyor bu insanlik nereye gidiyor izmirdepremi,0
1429,hayati bey apartmaninda hala bir canli varken yikim yapamazsiniz izmirdepremi afad ayraninsesiol,0
1430,kontrollu bina yikimi izmirdepremi izmir,0
1431,kontrollu yikim s guvenligi alinmis izmirdepremi cuma izmir,0
1432,izmirdepremi ni firsata ceviren evden eve nakliyat firmalari sadece size soylemek istedigim allah kalplerinize merhamet versin,0
1433,gunaydinlar mutlu gunler diliyorum herkese mis gibi bir zmir balkonundan gunaydinlar coffeetime workday fridaymorning izmirdepremi,0
1434,oyle bir seyi reddetmek demokratik ve hukuki bir hak olamaz olsa olsa suc olur bu bir gun bu insanlara sorulur siz hangi hakla milyonlarin sagligini ilgilendiren boyle bir onergeyi reddediyorsunuz depremiunutma deprem izmirdepremi istanbuldepremicinsesver,4
1435,oyle bir seyi reddetmek demokratik ve hukuki bir hak olamaz olsa olsa suc olur bu bir gun bu insanlara sorulur siz hangi hakla milyonlarin sagligini ilgilendiren boyle bir onergeyi reddediyorsunuz depremiunutma deprem izmirdepremi istanbuldepremicinsesver,4
1436,ayda izmirdepremi biz de seni cok seviyoruz guzellik,0
1437,izmirdepremi ni firsata ceviren evden eve nakliyat firmalari sadece size soylemek istedigim allah kalplerinize merhamet versin,0
1438,izmirdepremi ni firsata ceviren evden eve nakliyat firmalari sadece size soylemek istedigim allah kalplerinize merhamet versin,0
1439,izmirdepremi ni firsata ceviren evden eve nakliyat firmalari sadece size soylemek istedigim allah kalplerinize merhamet versin,0
1440,nasuh mahruki uyardi stanbul depremi agustos takinden daha kotu olacak deprem agustos kasim stanbul izmirdepremi nasuhmahruki,0
1441,izmirdepremi icin gonullu calismaya gittiler somali madenciler simdilerde haklarini alacaklari gunu bekliyorlar madenciyleyuruyorum,0
1442,izmirdepremi ni firsata ceviren evden eve nakliyat firmalari sadece size soylemek istedigim allah kalplerinize merhamet versin,0
1443,kendimi toparlamam lazim hayat devam ediyor herseye ragmen izmirdepreminde izmirdepremi izmir covid,0
1444,izmirdepremi icin gonullu calismaya gittiler somali madenciler simdilerde haklarini alacaklari gunu bekliyorlar madenciyleyuruyorum,4
1445,zmir de gunde bin artci soru evinizde deprem cantaniz var izmirdepremi izmir,0
1446,sevgi yumagim zmirin altin cocugu tesekkurler izmirdepremi,0
1447,izmirdepremi icin gonullu calismaya gittiler somali madenciler simdilerde haklarini alacaklari gunu bekliyorlar madenciyleyuruyorum,0
1448,zmir de deprem geliyor gibi iskembe i kubra dan iskembeden sallamak yellemek sallama atmasyon ve ufurme turu bilim disi bilimle bagdasmayan ve bilimsel hic bir yani olmayan aciklamalara kesinlikle itibar etmeyin boyle bir gercek yok depremizmir izmirdepremi,0
1449,gutting to see people go through this those with loved ones still missing waiting anxiously mostly in silence the sort of silence that just speaks volumes about the depth of their fear izmirearthquake izmirdepremi,0
1450,ube baskanimiz meb adina yurutulen psikososyal mudahale hizmetleri calismalari sirasinda subemizin hizmet cadirina ziyarette bulundu ubemize emeklerinden dolayi tesekkur ederiz izmirdepremi t co q vxgmepk,
1451,ube baskanimiz meb adina yurutulen psikososyal mudahale hizmetleri calismalari sirasinda subemizin hizmet cadirina ziyarette bulundu ubemize emeklerinden dolayi tesekkur ederiz izmirdepremi t co q vxgmepk,0
1452,nedegisti izmirdepremi duzcedepremi,0
1453,zmir buyuksehir belediyesi tarafindan duzenlenen zmir depremi ortakakilbulusmasi nda olasi riskler ve cozumler uzerine degerlendirmeler bilimsel gerceklikler sonuc deprem engellenemez ama riskler azaltilabilir izmirdepremi izmir,0
1454,kayippppp araniyor ekim cuma gunu zmir depreminde kayboldu tfen payla in karsiyaka alaybey adi itir izmir deprem izmirdepremi,0
1455,can bu alinip satilmaz gne batsa acirda ya butun dunyan basina yikildiginda izmir izmirdepremi izmirdualarimseninle izmirgecmisolsun yanindayiz zmir artci,4
1456,bu konu da hala destek bekliyorum izmirdepremi icin hazirladigimiz bu yardim kolileri okulumuzda duruyor grencilerimiz ve ogretmen arkadaslarim bu duruma cok uzulduk,0
1457,izmir depremi artindan gumuldur ve yakin cevresindeki istasyonlar baz alarak deprem tesbiti yapilmasi ve alarm verilmesi p dalgasinin ardindan saniye civarinda suruyor olacakti cesme ye saniyelik bir uyari vermek mumkun olabilirdi depremizmir izmirdepremi deprem,0
1458,depremi yasayan ve acisini en iyi bilen bir sehir olarak zmirli kardeslerimize destek olmak icin onculugunde tek yurek olup topladigimiz yardimlarimiz yola cikti zmir izmirdepremi yanindayiz zmir,0
1459,depremi gerceklerini yine unuttuk dimi deprem izmirdepremi,0
1460,can bu alinip satilmaz gne batsa acirda ya butun dunyan basina yikildiginda izmir izmirdepremi izmirdualarimseninle izmirgecmisolsun yanindayiz zmir artci,0
1461,kalbimizi karartma bizi insanin olumunu siradan hissettirecek karakter duskunlugunden beri kil ya rab akdeniz multeci libya izmirdepremi afad,2
1462,kalbimizi karartma bizi insanin olumunu siradan hissettirecek karakter duskunlugunden beri kil ya rab akdeniz multeci libya izmirdepremi afad,0
1463,yavrularim orada susuz gunes dogmadi bugun yavrularimin ustune acili anne nilay yucel lena ve vera sini diger acili anne emine toklu yucel ise diren ve feda sini ugurladi son yolcuguna rabbim depremde evlatlarini yitiren bu annelere sabirlar versin izmirdepremi,0
1464,seferihisar ilcesi aciklarinda ekim de meydana gelen buyuklugundeki depremde bornova ilcesindeki doganlar apartmani da yikildi gundem izmir izmirdepremzedeelifveailesi izmirdepremi polemik polemikgazetesi yeniosmanli yeniosmanligazetesi,0
1465,seferihisar ilcesi aciklarinda ekim de meydana gelen buyuklugundeki depremde bornova ilcesindeki doganlar apartmani da yikildi gundem izmir izmirdepremzedeelifveailesi izmirdepremi polemik polemikgazetesi yeniosmanli yeniosmanligazetesi,0
1466,deprem tatilinin faturasi izmirli ucretli ogretmen ve ustaogreticilere kesildi depremzedeegitimciler izmirdepremi bizvariz,0
1467,ok gecmis olsun zmir izmirdepremi,0
1468,zmir depremzedelerinin yaralarini sarma cabasi suruyor urecte onlara destek olabilmek icin ruhsal danisma hatti kurdu numarali hat sabah aksam ucretsiz hizmet veriyor ayrintilar izmirdepremi,0
1469,deprem tatilinim faturasi izmirli ucretli ogretmen ve ustaogreticilere kesildi izmirdepremi emekcininhakki cretlerin odenmeyecegi duyuruldu,0
1470,deprem tatilinim faturasi izmirli ucretli ogretmen ve ustaogreticilere kesildi izmirdepremi,0
1471,taburcu oldu minik kizimiz elif izmirdepremi,0
1472,kalbimizi karartma bizi insanin olumunu siradan hissettirecek karakter duskunlugunden beri kil ya rab akdeniz multeci libya izmirdepremi afad,0
1473,ege de artcilarin bize soyledigi izmir izmirdepremi ege deprem earthquake earthquakes seferihisar karaburun artci afad aydin sisam samos sali narlidere guzelbahce doganbeyli narliderefayi kordon alsancak urla mugla manisa menemen akut,0
1474,izmirdepremi birkirabiryuva t co ekumchxkup,0
1475,zmir depreminin ilk anindan itibaren birlik beraberlik ve kardeslik ruhuyla depremzedelere yonelik yardimlarimiz devam ediyor hemsehrilerimizin destegiyle toplanan insani yardim malzemeleri yolcu otobusune teslim ettik tarsusbelediyesi izmirdepremi,0
1476,depremden etkilenen vatandaslarimiza yardimlara devam ediyoruz gozgozyaninda izmirdepremi goztepe,0
1477,depreme hazirlik duduk fener deprem antasini hazirlamak degildir birinci art bina saglam olacak izmirdepremi betonarme geoteknik deprem istanbuldepremi insaatmuhendisi santiye imoistanbul mimar santiyesefi staj structure tmmob gencimo yapi civilengineering,0
1478,izmirdepremi persembe baskan bindiyetisyeniata,0
1479,baskan soyer nceligimiz depreme hazirlik iligiyla deprem izmirdepremi izmirdepreminde depremizmir,0
1480,watch this video about the intensity of the izmirdeprem izmirdepreminde izmirdepremi deprem earthquake on october from t co f uuys n j,4
1481,ayda nin babasi ugur gezgin en cok zorlandigim konu ev bulma hem kiralar hem ev fiyatlari kat olmus firsatcilik midir baska bir sey midir bilmiyorum ama herkes bir mazeret uretiyor izmirdepremi izmir persembe t co h xwh xx x,0
1482,biz iyi degiliz izmirdepremi,0
1483,watch this video about the intensity of the izmirdeprem izmirdepreminde izmirdepremi deprem earthquake on october from t co f uuys n j,0
1484,ayda nin babasi ugur gezgin en cok zorlandigim konu ev bulma hem kiralar hem ev fiyatlari kat olmus firsatcilik midir baska bir sey midir bilmiyorum ama herkes bir mazeret uretiyor izmirdepremi izmir persembe t co h xwh xx x,0
1485,depremden etkilenen vatandaslarimiza yardimlara devam ediyoruz gozgozyaninda izmirdepremi goztepe,0
1486,zmir sizi unutmadik hala kanayan yaramizsiniz tum gocuk altinda yasamini yitiren vatandaslarimiza tekrardam allah rahmet eylesin ve yarali tedavi goren vatandaslarimiza allah acil sifalar versin ok aci bir malesef yaradan tekrarindan turkiye mi korusun izmirdepremi,0
1487,zmir depreminin ilk anindan itibaren birlik beraberlik ve kardeslik ruhuyla depremzedelere yonelik yardimlarimiz devam ediyor hemsehrilerimizin destegiyle toplanan insani yardim malzemeleri yolcu otobusune teslim ettik tarsusbelediyesi izmirdepremi,0
1488,izmirdepremi nin bugun gunu kasim duzce depreminin yil donumu vatandasimiz hayatini kaybetmisti yle kalakalmistik sofrada saklanmak aklimiza bile gelmemisti olasi istanbuldepremi icin planne depremvergilerinerede sesimizi duyurun,0
1489,kimseye sende uzul diyemezsin zorla dua ettiremezsin ama en azindan saygi beklersin izmirdepremi,0
1490,buna nanmak stem yoruz depremde magazadan soyunarak cikmak zorunda birakildi izmirdepreminde izmirdepremi izmirdeprem,0
1491,deprem oldu yine izmirdepremi,0
1492,depremzede kedi yeni yuvasini buldu zmir depremi ardindan enkaz altindan cikarilan bir kediyi haluk levent sahiplendi izmirdepremi kedisahiplendirme bagis bist persembe haluklevent,0
1493,izmirdepremi bin aile sokakta ve biz yan gelip yatarak ne guzel tuvitler atiyoruz,0
1494,bayrakli bayrakli manavkuyu kayipkedi kayipkediizmir izmirdepremi kayipkediizmirdepremi deprem izmir kayipkedi kayipkediizmir i zmir,0
1495,zmir depremzedelerinin yaralarini sarma cabasi suruyor urecte onlara destek olabilmek icin ruhsal danisma hatti kurdu numarali hat sabah aksam ucretsiz hizmet veriyor ayrintilar izmirdepremi,0
1496,zmir depreminin ilk anindan itibaren birlik beraberlik ve kardeslik ruhuyla depremzedelere yonelik yardimlarimiz devam ediyor hemsehrilerimizin destegiyle toplanan insani yardim malzemeleri yolcu otobusune teslim ettik tarsusbelediyesi izmirdepremi,0
1497,ege de artcilarin bize soyledigi izmir izmirdepremi ege deprem earthquake earthquakes seferihisar karaburun artci afad aydin sisam samos sali narlidere guzelbahce doganbeyli narliderefayi kordon alsancak urla mugla manisa menemen akut,0
1498,cuma sabah izmirdepremi emrahapartmani,0
1499,meslektaslarimiza agri hasar tespit egitimi almis uyeler oncelikli olmak uzere destek olmak isteyen tum uyelerimizi yanimiza davet ediyoruz adiniz ve iletisim bilgilerinizle gonullu olmak istediginizi belirterek imoizmir com a iletmenizi bekliyoruz izmirdepremi,0
1500,kontrollu bina yikimi izmirdepremi izmir,0
1501,engelli kedilere oncelik kedisahiplendirme izmir izmirkedi izmirdepremi,4
1502,cuma sabah izmirdepremi emrahapartmani,0
1503,sss unuttuk bile degil mi hayat devam ediyor zmir de kiralar olmus iki kati evsiz kalanlar imkani olmayanlar cani aciyanlar bir daha asla geri gelmeyecek olanlar ve yikilan evlerin muteahhitleri izmirdepremi unutma destekol,0
1504,izmirdepremi nde mazlum ve mahsun depremzedelere kimse yok mu dedirtmemek icin cumhurbaskanimiz sn onullu teskilatlarin devletin tum gucunu seferber ettigini guclu devletin milletini de guclu kildigini bizzat gozlemledik,0
1505,kontrollu bina yikimi izmirdepremi izmir,0
1506,kontrollu bina yikimi izmirdepremi izmir,0
1507,maske plandemiyibitir yapayzeka izmirdepremi,0
1508,deprem konusunda herkes dayanagi dahi olmaksizin sosyal medyada sair mecralarda veya tv gazetelerde diledigince uzmanmis gibi orasi yikilir burasi yikilir diyor buna bir sinirlama kontrol getirilmesi gerekmez mi izmirdepremi zmir istanbuldepremi,0
1509,gecmisolsunizmirim lutfen bu canlarin sahiplerini bulmasina yardimci olalim kayipkediizmir yardimageldik zm r izmirdepremi izmirdepreminden yanindayiz zmir deprem izmirdepremkayiphayvanlar,0
1510,gecmisolsunizmirim lutfen bu canlarin sahiplerini bulmasina yardimci olalim kayipkediizmir yardimageldik zm r izmirdepremi izmirdepreminden yanindayiz zmir deprem izmirdepremkayiphayvanlar,0
1511,dayanismayi degil depremin felakete donusmesini engelleyin diyerek bir araya gelen zmir emek ve demokrasi gucleri yaptiklari basin aciklamasi ile gorus ve taleplerini kamuoyu ile paylasti izmirdepremi yanindayiz zmir,0
1512,izmirdepremi yureklerimize kor gibi dustu elimizin degmesi imkani olmasa da gonlumuz her aciniza degmekte simdi senin yanindayiz zmir allah a dua ediyoruz ki can kaybi daha da artmasin yaralilara sifalar derin kayiplarimiza rahmet diliyoruz emegi gecenlerden allah razi olsun,0
1513,karadeniz den zmir e sicacik dost eli dayanisma tirlari fuar zmir de izmirdepremi,0
1514,kurumlara bin jeolojimuh izmirdepremi jeolojimuhendislerine kadro,0
1515,u canlinin bize guvenini bosa cikarmayacak kadar dunyada insan kalalim yeter izmirdepremi tesekkurlerafad yeliz,0
1516,fuara esya getirdik cadir kentlerdeki kalabaliktan eser yok el ayak cekildi saklabanlar kayboldu allah canini disine takip calisan herkesten razi olsun izmirdepremi,2
1517,zmir de gunde bin artci soru evinizde deprem cantaniz var izmirdepremi izmir,0
1518,ube baskanimiz meb adina yurutulen psikososyal mudahale hizmetleri calismalari sirasinda subemizin hizmet cadirina ziyarette bulundu ubemize emeklerinden dolayi tesekkur ederiz izmirdepremi t co q vxgmepk,0
1519,zmir deki olasi depremde iki ilce tamamen yikilacak izmirdepremi izmir ahmetercan persembe,0
1520,benim odam var mafoldum aydabebek aydagezgin izmirdepremi izmirdepremininkatilleritutuklansin,0
1521,ayraninsesiol ayraninsesiol izmirdepremi kayipkedi,0
1522,memur sen genel sekreterimiz semih durmus baskanligindaki memur sen heyeti zmir deprem bolgesinde lkemizin ve milletimizin zor zamanlarinda inisiyatif alan gucu nisbetinde sorumlulugunu yerine getiren bir emek orgutu olarak zmir deyiz izmirdepremi zmiryanindayiz,0
1523,depremle birlikte yasam egitimi kasim persembe detaylar icin kayit icin hazirlikli ol saglicakla kal gea deprem depremlebirlikteyasam depremizmir izmirdepremi zmir ucretsiz egitim hazirliklilik,0
1524,deprem izmirdepremi,0
1525,gundemim izmirdepremi,0
1526,ayraninsesiol ayraninsesiol izmirdepremi kayipkedi,0
1527,ayda nin babasi ugur gezgin en cok zorlandigim konu ev bulma hem kiralar hem ev fiyatlari kat olmus firsatcilik midir baska bir sey midir bilmiyorum ama herkes bir mazeret uretiyor izmirdepremi izmir persembe t co h xwh xx x,0
1528,yilindan beri toplanan deprem vergileri nerede emrahapartmani rizabeyapartmani izmirdepremi afetdegilcinayet samsun izmirdepremi idilsirin ipeksirin,0
1529,depreme hazirlik duduk fener deprem antasini hazirlamak degildir birinci art bina saglam olacak izmirdepremi betonarme geoteknik deprem istanbuldepremi insaatmuhendisi santiye imoistanbul mimar santiyesefi staj structure tmmob gencimo yapi civilengineering,0
1530,evet okullari kapatmak bir hataydi ama bu bir ihmalkarlik ve istismardir ocuklarda maske takilmasi maske yaptirimlari maske polisleri maske ayiplamalari ve etkileri maske drmarkmcdonald mask plandemiyibitir uyanin izmirdepremi,0
1531,nasuh mahruki uyardi stanbul depremi agustos takinden daha kotu olacak deprem agustos kasim stanbul izmirdepremi nasuhmahruki,0
1532,sn baskan izmirdepremi yasanmasina ragmen istahlari azalmayan li ilce belediyeleri utanmadan kasim da emlak vergisi ikinci taksidini odeme suresi bitiyor diye sms atiyorlar bu yuzsuzluk izmirdepreminde magduriyetleri daha da cok arttiriyor,0
1533,k deprem bolgesindeki medya kuruluslarinin mali yukumluluklerini erteledi k zmir ve aydin illerinde yayin yapan medya kuruluslarinin deprem nedeniyle mali yukumluluklerini ay sureyle erteledi izmirdepremi,2
1534,yilindan beri toplanan deprem vergileri nerede emrahapartmani rizabeyapartmani izmirdepremi afetdegilcinayet samsun izmirdepremi idilsirin ipeksirin,0
1535,zmir de gunde bin artci soru evinizde deprem cantaniz var izmirdepremi izmir,0
1536,sn baskan izmirdepremi yasanmasina ragmen istahlari azalmayan li ilce belediyeleri utanmadan kasim da emlak vergisi ikinci taksidini odeme suresi bitiyor diye sms atiyorlar bu yuzsuzluk izmirdepreminde magduriyetleri daha da cok arttiriyor,0
1537,ayda nin babasi ugur gezgin en cok zorlandigim konu ev bulma hem kiralar hem ev fiyatlari kat olmus firsatcilik midir baska bir sey midir bilmiyorum ama herkes bir mazeret uretiyor izmirdepremi izmir persembe t co h xwh xx x,0
1538,deprem r sk n azaltmak n b rl kte ali aca iz kocaeli kocaelibuyuksehirbelediyesi depremriski tahirbuyukakin izmirdepremi,0
1539,bahriye cok mahalle muhtarimizi ziyaret ettik vatandaslarimizin taleplerine iliskin bilgi aldik izmirdepremi,0
1540,bu bir ahl k sorunu elazig da da ayni seyler oldu yakin zamanda ahl ken coken bir toplumu hicbir caba ayakta tutamaz yaziklar olsun bu acili babaya bir ev bulunamiyorsa izmirdepremi,0
1541,ayda nin babasi ugur gezgin en cok zorlandigim konu ev bulma hem kiralar hem ev fiyatlari kat olmus firsatcilik midir baska bir sey midir bilmiyorum ama herkes bir mazeret uretiyor izmirdepremi izmir persembe t co h xwh xx x,0
1542,danimarka dan sonra avrupa ulkesi ve abd de gorulen cluster virus u panige yol acti virusu yayan hayvanlar askeri uste itlaf edildi izmirdepremi,4
1543,mo hasar tesp t ali masindan d nd insaatmuhendisleriodasi imokocaeli hasartespit agirhasarlibinalar izmirdepremi,
1544,ayda bebe n res mler d yarbakir duvarlarinda aydabebekdiyarbakir izmirdepremi aydabebek,0
